数据由邢不行整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值
bj832278,鹿得医疗,2021-11-15,12.0,12.04,10.3,10.99,11.65,2446867.0,27526928.0,623119812.0,1934240000.0
bj832278,鹿得医疗,2021-11-16,10.66,10.87,10.12,10.38,10.99,883809.0,9222103.0,588533544.0,1826880000.0
bj832278,鹿得医疗,2021-11-17,10.22,10.6,10.03,10.4,10.38,324086.0,3356387.0,589667520.0,1830400000.0
bj832278,鹿得医疗,2021-11-18,10.5,10.65,9.99,10.0,10.4,555634.0,5681364.0,566988000.0,1760000000.0
bj832278,鹿得医疗,2021-11-19,10.03,10.18,9.91,10.12,10.0,334548.0,3345781.0,573791856.0,1781120000.0
bj832278,鹿得医疗,2021-11-22,10.15,10.29,10.08,10.2,10.12,246118.0,2504308.0,578327760.0,1795200000.0
bj832278,鹿得医疗,2021-11-23,10.2,10.28,10.05,10.15,10.2,513188.0,5224312.0,575492820.0,1786400000.0
bj832278,鹿得医疗,2021-11-24,10.08,10.14,9.77,9.82,10.15,617087.0,6079958.0,556782216.0,1728320000.0
bj832278,鹿得医疗,2021-11-25,9.97,9.98,9.81,9.81,9.82,314037.0,3101937.0,556215228.0,1726560000.0
bj832278,鹿得医疗,2021-11-26,9.78,9.88,9.63,9.82,9.81,345346.0,3359810.0,556782216.0,1728320000.0
bj832278,鹿得医疗,2021-11-29,9.68,9.98,9.68,9.9,9.82,549733.0,5419299.0,561318120.0,1742400000.0
bj832278,鹿得医疗,2021-11-30,9.95,10.04,9.81,9.91,9.9,266211.0,2644760.0,561885108.0,1744160000.0
bj832278,鹿得医疗,2021-12-01,9.91,9.93,9.78,9.92,9.91,156759.0,1544950.0,562452096.0,1745920000.0
bj832278,鹿得医疗,2021-12-02,9.92,9.96,9.82,9.82,9.92,154556.0,1526521.0,556782216.0,1728320000.0
bj832278,鹿得医疗,2021-12-03,9.85,9.93,9.84,9.86,9.82,283238.0,2796151.0,559050168.0,1735360000.0
bj832278,鹿得医疗,2021-12-06,9.85,9.85,9.48,9.6,9.86,263184.0,2539881.0,544308480.0,1689600000.0
bj832278,鹿得医疗,2021-12-07,9.46,9.87,9.35,9.59,9.6,122708.0,1169596.0,543741492.0,1687840000.0
bj832278,鹿得医疗,2021-12-08,9.59,9.66,9.59,9.62,9.59,81657.0,785784.0,545442456.0,1693120000.0
bj832278,鹿得医疗,2021-12-09,9.52,9.65,9.52,9.64,9.62,140960.0,1354715.0,546576432.0,1696640000.0
bj832278,鹿得医疗,2021-12-10,9.6,9.74,9.48,9.74,9.64,101029.0,977211.0,552246312.0,1714240000.0
bj832278,XD鹿得医,2021-12-13,9.82,9.82,9.64,9.78,9.64,254330.0,2485020.0,554514264.0,1721280000.0
bj832278,鹿得医疗,2021-12-14,9.84,10.1,9.8,9.99,9.78,314483.0,3119744.0,566421012.0,1758240000.0
bj832278,鹿得医疗,2021-12-15,9.99,10.2,9.92,10.02,9.99,409242.0,4137800.0,568121976.0,1763520000.0
bj832278,鹿得医疗,2021-12-16,9.93,10.08,9.77,9.87,10.02,95364.0,943381.0,559617156.0,1737120000.0
bj832278,鹿得医疗,2021-12-17,9.78,9.99,9.6,9.7,9.87,100815.0,976933.0,549978360.0,1707200000.0
bj832278,鹿得医疗,2021-12-20,9.55,9.82,9.51,9.57,9.7,154296.0,1477960.0,542607516.0,1684320000.0
bj832278,鹿得医疗,2021-12-21,9.82,9.82,9.5,9.55,9.57,100247.0,960191.0,541473540.0,1680800000.0
bj832278,鹿得医疗,2021-12-22,9.54,9.68,9.48,9.48,9.55,108405.0,1032029.0,537504624.0,1668480000.0
bj832278,鹿得医疗,2021-12-23,9.66,9.66,9.48,9.5,9.48,51182.0,486939.0,538638600.0,1672000000.0
bj832278,鹿得医疗,2021-12-24,9.42,9.49,9.27,9.35,9.5,106878.0,1003811.0,530133779.99999994,1645600000.0
