数据由邢不行整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值
sz301040,N中环,2021-08-03,41.59,49.91,41.59,45.96,13.57,16172903.0,722252927.0,1089648221.1599998,4596000000.0
sz301040,C中环,2021-08-04,38.0,44.16,37.0,41.95,45.96,12920962.0,520798045.0,994576650.95,4195000000.0
sz301040,C中环,2021-08-05,42.02,43.78,38.9,39.1,41.95,10021938.0,407435540.0,927007081.1,3910000000.0
sz301040,C中环,2021-08-06,37.83,42.0,37.15,40.43,39.1,10567991.0,416305554.0,958539547.03,4043000000.0
sz301040,C中环,2021-08-09,39.52,42.0,38.04,41.8,40.43,9117325.0,366694287.0,991020357.8,4180000000.0
sz301040,中环海陆,2021-08-10,40.4,42.41,39.0,39.2,41.8,8453171.0,341378713.0,929377943.2,3920000000.0
sz301040,中环海陆,2021-08-11,38.48,43.5,38.21,42.65,39.2,10633950.0,434492323.0,1011172685.65,4265000000.0
sz301040,中环海陆,2021-08-12,41.55,42.39,40.58,41.81,42.65,7200453.0,298053713.0,991257444.01,4181000000.0
sz301040,中环海陆,2021-08-13,41.3,41.88,39.63,39.66,41.81,6129483.0,248056869.0,940283908.86,3966000000.0
sz301040,中环海陆,2021-08-16,39.55,42.5,39.55,41.99,39.66,6624850.0,272426732.0,995524995.79,4199000000.0
sz301040,中环海陆,2021-08-17,43.1,45.99,39.6,40.02,41.99,8681944.0,368392738.0,948819012.42,4002000000.0
sz301040,中环海陆,2021-08-18,38.6,39.5,37.68,37.89,40.02,6514648.0,251075291.0,898319649.6899999,3789000000.0
sz301040,中环海陆,2021-08-19,37.0,37.37,35.29,35.87,37.89,6095843.0,220295710.0,850428235.27,3587000000.0
sz301040,中环海陆,2021-08-20,35.52,36.87,34.84,35.94,35.87,4762293.0,171078174.0,852087838.74,3594000000.0
sz301040,中环海陆,2021-08-23,35.52,38.0,35.52,37.33,35.94,4753107.0,176449743.0,885042821.9300001,3733000000.0
